dn
"ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mf137,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dw065,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tg075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sf091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sd101,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lj022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=df044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk183,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak235,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ib031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lc025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am164,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=co022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lr049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as298,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dk097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls114,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ac039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh072,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sa063,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eb054,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ar121,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=km071,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dg076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs238,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch131,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ib032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nb087,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab211,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=em051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lw068,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb238,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm107,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh197,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hd022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lg039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vw021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as299,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fr050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=va016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gk035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ng053,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fb076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lg040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg173,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh259,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh278,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ns101,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak236,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dk098,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kh100,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh198,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lt025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ii006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=di006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk184,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck151,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk278,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ek068,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk086,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ok052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm108,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jl098,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm244,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vn006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jn026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am165,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=in014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rr043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=km072,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ns102,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss424,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ys018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls115,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vs070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms463,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss425,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms464,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as300,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js328,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es094,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jt046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lc026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr162,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eu007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cw090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tw070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=la028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=la029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ga014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ba032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab212,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss426,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=db112,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb153,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=db113,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb154,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=db114,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fb077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eb055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb281,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=td039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sd102,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=se074,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=td040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=be017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lr050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nf026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf080,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=of017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mf138,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ag133,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw121,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nm054,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as301,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bg034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh199,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=se075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk279,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=th112,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk280,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bk088,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk088,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ja045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck152,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl120,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dn025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vo007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hh044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vp022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mo044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hg034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ip020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr061,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bs090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vh045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms465,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls116,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sw177,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss428,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss429,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gt005,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nt019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ct026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tu007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hu010,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=iw022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vv008,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dz027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh279,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=na026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb190,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab213,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah182,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr062,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sa065,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ag134,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=if017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ei011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg174,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=db115,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kg046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs240,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk185,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bi006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hk041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fk084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak239,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb282,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=np035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vl027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ty005,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=td041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cw091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ay009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms467,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kw063,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm245,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js329,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=engelv,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab214,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nb088,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fb078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh200,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nh070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ek069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ik042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gk036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dl047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pp022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bz018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tz018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb118,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm109,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bp016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ar122,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lr051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fr052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fa018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hs086,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb283,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mz073,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb191,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pb060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb284,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=od013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh280,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hm033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mp129,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ik043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=im041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fb079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nd041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab216,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as304,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf082,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vw022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tn037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dn026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ig031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lp049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dg077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eg033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=se076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk282,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nh071,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh073,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh074,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb119,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fk085,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yr008,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk283,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=xl009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=it017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fl042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm110,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm246,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=im042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vp023,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr140,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ns104,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss430,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fd032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fs117,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cd050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs241,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=os044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mv058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dd054,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mv059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sw178,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ld034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw123,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cf061,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mf140,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gg028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eg034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh260,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh261,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dh084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bj009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dk100,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk285,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ll040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=al103,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml118,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm247,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm111,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ap091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ar123,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cr093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr141,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hs087,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss431,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pt017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw194,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ew036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lr052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb239,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=at061,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lv024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ka031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ta030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb192,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vk052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk286,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk186,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd072,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bb080,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss432,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=db117,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb240,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw124,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb155,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb156,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sc048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ac040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sc049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ke026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kf056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tm091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am166,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tf044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms468,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg106,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hh045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fk086,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck153,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dk101,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak241,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk289,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk290,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gk037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as305,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ll041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml119,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pd019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ib033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am167,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb120,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vh046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak242,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ng054,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm179,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk287,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fm067,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am168,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=th113,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bo018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pe018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bo019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lp050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sp075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jp073,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js330,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls118,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms469,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nw055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tw071,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nw056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vk053,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg175,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh262,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh281,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bh056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kh101,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pk074,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml120,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am169,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=em052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bm069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf083,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bf028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cw092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr142,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk116,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg107,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gd010,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sn046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rd025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tn039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mp130,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lp051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bb081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tp047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr143,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sz056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rf018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cp050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps112,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr163,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cr094,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hs088,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ft032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js331,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak243,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ws013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb285,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb286,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dm097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bs091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jr088,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jt047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=at062,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=az035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds171,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lt026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kw065,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mc047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=td042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=te028,ou=userlist,dc=hdm-stuttgart,dc=de"
